author	ntokens	year_of_birth
Pumlan	14527	1987
Vanten	14489	1987
uppa	14447	1987
MiniNin	14440	1987
Söderomslottsskogen	14346	1987
Levaloppan	14314	1987
Bondjäntan	14102	1987
M Hedell	14041	1987
Cecilah	13923	1987
andra	13878	1987
kali86	13852	1987
FloPow	13823	1987
Wonderbabe	13737	1987
LovyDovy	13675	1987
EmmaE86	13566	1987
marieulrika	13545	1987
sandraG	13426	1987
AngelinaAr	13403	1987
MelissaLiamLilo	13309	1987
Molfel	13147	1987
bubbly	13128	1987
Frassex	13097	1987
altissimi	13071	1987
elinil86	13045	1987
MAD86	13041	1987
silent	13022	1987
Tezeen	13018	1987
RaggarJesa	12985	1987
jenny1986	12955	1987
Isse	12939	1987
Isathe	12848	1987
Lady Grace	12815	1987
swallow the big moon	12624	1987
Fi4	12621	1987
Linnis	12452	1987
mijjan	12379	1987
Cinnicon	12354	1987
RoseRed	12198	1987
josse1	12162	1987
Stuppis1	12156	1987
Linneablomman	12118	1987
AstridIsabella	12047	1987
Basi	12023	1987
tree	12011	1987
Mildred	11968	1987
Marvelous	11948	1987
FlutterDash	11926	1987
lillalill	11832	1987
villamakebarn	11815	1987
sötarara	11595	1987
Angelica16	11559	1987
Virvelflicka	11520	1987
Denizkizi	11404	1987
Termutta	11351	1987
EightySix	11344	1987
Styrkeprov	11332	1987
Primulina	11266	1987
xtina	11194	1987
Pippin	11092	1987
frwi	11068	1987
båten	10939	1987
StinaL	10913	1987
Fader	10911	1987
Ellie86	10751	1987
Frmid	10709	1987
pippin	10674	1987
Aadomeniqe	10634	1987
mayilin	10621	1987
burehed	10604	1987
Tussludd	10570	1987
Rockkarlsson	10456	1987
MammaSandra01	10442	1987
Getz	10435	1987
Sandrina	10387	1987
lisa86	10324	1987
Swompi	10312	1987
Estrellitas	10159	1987
dinin	10125	1987
sha	10083	1987
Jazzy	10041	1987
litenplutt	10013	1987
hundpuss	592907	1988
Dohgon	510181	1988
castillo	371774	1988
Dakine	259926	1988
CuteElliz	244840	1988
angeni	236583	1988
InHeaven	186647	1988
korvmedbröd	175554	1988
Heobea	172544	1988
nattfrost	154809	1988
majlinsa	152950	1988
Loris	149777	1988
Tainted	147504	1988
TeeTee	146348	1988
swiitii	145224	1988
Niiskuneiti	127514	1988
Uliise	120316	1988
Bmblebe	119504	1988
mellieB	117116	1988
Stefanie	113861	1988
cocos87	112537	1988
Bustrollen	110003	1988
Kimmice	105374	1988
Nikis	96310	1988
Jencie	93449	1988
allt och lite till	91927	1988
Maximumtaste	88959	1988
tusshh	87490	1988
SRMmamma87	87121	1988
Kampis	87118	1988
N1987	86267	1988
marysoul	82067	1988
lillasmilla	81928	1988
Lucia1987	81109	1988
Nitrogen	80854	1988
Zuzanne	80650	1988
madeleinesophie	78218	1988
Azusephre	77049	1988
Solglimtar	75414	1988
sweetfia	69518	1988
Dää	69432	1988
Eternal	67205	1988
sockerbecca	65427	1988
sweetcandy	65238	1988
Pingvinanie	63081	1988
theesi	62815	1988
Charlotte1987	62723	1988
Sockerbullen	62561	1988
JoRi	60211	1988
Hormonkarusellen	59462	1988
iAnnaMaria	59015	1988
Fjärilen72	58806	1988
blehnda	58280	1988
Angelinas mamma	57980	1988
FamÅsling	57607	1988
Irit	56295	1988
tess1987	54961	1988
Jose	54178	1988
noorah	53797	1988
Ponja	51613	1988
RobbansMamma	51306	1988
EmmasaraL	51080	1988
majasmamma	50975	1988
Tribute	50648	1988
Emejli	50341	1988
aquarius87	50274	1988
lilla snöflingan	50103	1988
AnneLine	49579	1988
tindistar	48882	1988
IngGa	48412	1988
IsaViolia	47186	1988
bebis090614	46798	1988
bambiii	46681	1988
kajsaa	46531	1988
Jenny87	46213	1988
Eldsjäl	45500	1988
Jess87	45495	1988
Lillfjompa	44899	1988
asplundskan	44688	1988
Japan87	43145	1988
sandrablom	43019	1988
Laliii	42978	1988
Hanna01	42562	1988
Kiimen	42282	1988
wiizz	42024	1988
Moneal	41061	1988
Johannapanna87	38921	1988
Lynnig	38631	1988
Camilita	38302	1988
Inheaven	38084	1988
Angel 87	38062	1988
vinnis	37426	1988
sofiaolivia	37212	1988
Elvirasmamma	37107	1988
Fru Persson	36581	1988
Denise87	35647	1988
ebk88	34394	1988
KlaraB	34206	1988
many87	34054	1988
kodarn	33945	1988
Ziindlaa	33679	1988
Lillja	32431	1988
LKM	32233	1988
Cakemaker	32135	1988
et3vema	31155	1988
vainilla	31082	1988
Frutess	30819	1988
stoltmamma87	30803	1988
Lillapanna	29989	1988
Fjädersten	29286	1988
lmcl	29221	1988
Snartblirvitre	29169	1988
7of9	28823	1988
Superizza	28781	1988
MalynCazzandra	28620	1988
fiafiafia	28319	1988
any19877	27991	1988
Saso87	27810	1988
Kevlarsjäl87	27353	1988
Neko87	27284	1988
Karlaa	27051	1988
catnap	26862	1988
adnil87	26716	1988
Minika	26484	1988
Elin hogberg	26429	1988
nahna87	26378	1988
Louise1987	26317	1988
Cinderella87	26273	1988
Bubbliz	25442	1988
april87an	24818	1988
Effexor	24689	1988
Slaria	24571	1988
LinneaL	24544	1988
GravidTina	24442	1988
Twizz	24293	1988
AnnaEmma01	24285	1988
RosaPrinsessa	24258	1988
Cami11a87	23581	1988
anne87	23542	1988
pugsnotdrugs	23215	1988
Pooma	23120	1988
Waite	22882	1988
Nawifa	22750	1988
sophiemedPH	22720	1988
staaaaar	22637	1988
Habibti	22591	1988
Mickaann	22276	1988
looser	22202	1988
cärröförfän	22152	1988
Elize87	22121	1988
ZuMa	21529	1988
Mothes	21508	1988
Februari16	21289	1988
Sussolita	21195	1988
Mallin87	21096	1988
sandra8712	20693	1988
Em N	20396	1988
isen	20312	1988
LisenB	20069	1988
Jilka	19985	1988
Chick	19861	1988
Smurfan87	19843	1988
EmiliaGK	19712	1988
Caroline	19551	1988
Yori	19479	1988
MrsAJ88	19425	1988
Nifesoj	19266	1988
lilja87	19251	1988
lovedoodi	18978	1988
SandraHelena	18869	1988
Kakan87	18835	1988
belletristik	18722	1988
100wfs	18696	1988
lillajag2020	18650	1988
evva	18619	1988
HepaticaNobilis	18334	1988
louisep87	18220	1988
finaflickan	18191	1988
Hedda89	17900	1988
Nickos	17332	1988
tina03	17302	1988
Mamman09	17199	1988
emchristina	16929	1988
LindaSofi	16924	1988
hoppas på plus	16358	1988
nathaiie	16039	1988
Loppan87	15978	1988
BiimBiim	15877	1988
Lillamiia	15854	1988
Tninis	15822	1988
Sofie 87	15725	1988
Yankee	15584	1988
Mammmmma	15537	1988
Rebecca1987	15486	1988
Ozzy09	15430	1988
ecco87	15346	1988
katrinp	15308	1988
kastrullen	15223	1988
msemse	15188	1988
sagorummet 3	15127	1988
Hope7	15091	1988
Vårt väntrum	14833	1988
yousou	14827	1988
jessii87	14744	1988
Grålle	14692	1988
GypsyModel	14690	1988
elinorlilja	14671	1988
Charlizee	14592	1988
UngFru	14576	1988
Emma19871117	14531	1988
sara 00	14363	1988
Ca_rr_o87	14355	1988
iikiwiberries	14236	1988
Linnispinnis	14160	1988
Nattastrand	14120	1988
mother87	14048	1988
ceisabelle	13987	1988
Caroline Hjalmarsson Larsson	13910	1988
Leenda	13879	1988
jagomina	13847	1988
leha87	13802	1988
kanske fru larsson	13667	1988
Håkan Johansson	13643	1988
simmaren	13515	1988
Malinia	13451	1988
liloma	13422	1988
Love8707	13399	1988
qosmo	13396	1988
Veronlca	13175	1988
Candino	12926	1988
LitenMamma	12882	1988
Billen	12757	1988
MrNorth	12703	1988
princess of hearts	12341	1988
MrsBroderTuck	12233	1988
baby1987	12182	1988
Volkheim	12143	1988
tessan87	12095	1988
Aryzza	12062	1988
Sarah3	11434	1988
SarahMB	11388	1988
Anissa	11333	1988
matuldan	11196	1988
Meriah	11181	1988
Emmaosv	11165	1988
Anarkamamman	11114	1988
välj användarnamn	10956	1988
yndig	10926	1988
LeKaMe	10919	1988
mimmelie	10897	1988
HannaBanani	10855	1988
Mamman8	10785	1988
Bibbo	10780	1988
XLinneaX	10739	1988
JennieNygren	10561	1988
cbordner	10538	1988
anidue	10530	1988
Mimita	10406	1988
sosso1	10384	1988
XJCX	10343	1988
Lovisa87	10244	1988
caledonianclear	10194	1988
nagellack	10179	1988
Milleman	260351	1989
Winglur	235981	1989
ToK	170838	1989
Saandraa	156682	1989
MammaMia88	150194	1989
fjonkan	143587	1989
luspudel	143543	1989
Dr to be	141880	1989
Grönögat	138998	1989
Tokfrjant	132690	1989
Fossa	121539	1989
Mia386	119694	1989
Erika Ö	113314	1989
Desiree1988	109203	1989
Oförglömlig	106088	1989
Korkskruv	98632	1989
Ebo88	95831	1989
Livetsgång	95386	1989
NEAN	93411	1989
BinniBoo	91284	1989
TezzyBump	88213	1989
regnbågspappan	86245	1989
Buggster	83109	1989
Never ending story	80605	1989
phillipha	80427	1989
Sparriz	79914	1989
multivitaminjuice	79255	1989
jmynt	78248	1989
Alvine	76210	1989
YayasMami	74354	1989
siren	72352	1989
annsofia	71927	1989
Mamman88	70434	1989
Gummibjörnen88	69562	1989
rims	69381	1989
Mamma1988	68711	1989
Vit Lilja	68482	1989
ostpaj	67545	1989
weasley	66522	1989
ZJN	64943	1989
LeyasMamma	63341	1989
DazHamster	62736	1989
amanda h	62117	1989
hope88	62042	1989
delih	61017	1989
jennifer88	57452	1989
Emy88	57152	1989
Kopparkruka	55468	1989
FrökenLarsson	54694	1989
mysgravid	52698	1989
daKi	52630	1989
Jonnasmamma08	52398	1989
Caaarroo	51916	1989
Mirali	50228	1989
Tidens Sand	48527	1989
FruHall	48389	1989
emau88	46984	1989
Dunderklumpen	46904	1989
Kakankaka	46217	1989
Immini	46141	1989
Fnollet	45780	1989
längtar89	45214	1989
konami	45161	1989
Aprilbarn1	44640	1989
Jaja88	44381	1989
sundsvallstjej	44131	1989
hjärta	44106	1989
sobrio88	43584	1989
Emki	43486	1989
mkp	43393	1989
Ceciliah	42827	1989
Therre	42656	1989
power	42471	1989
mammahaj	40931	1989
MissNastrax	40177	1989
FrökenR	39866	1989
Jaya	39608	1989
carolinheiner	39486	1989
mammatill2rara	39314	1989
Dagdrömmaren	38942	1989
Lucy Cat	38770	1989
Carolines Secrets	38596	1989
Isabella06	38287	1989
jagärglad	38199	1989
FridaBo	38039	1989
Mrssydow	37795	1989
Thereisthat	37548	1989
sexologen	36895	1989
S1528	36106	1989
Den som Längtar	35755	1989
lliliot	35370	1989
lisen88	35310	1989
Zirkon	33940	1989
Maarriiiaaa	33837	1989
Laurora	33697	1989
Miss Julie	33605	1989
Emelie1988	33433	1989
raya	33241	1989
camilla88	32691	1989
Lina007	32138	1989
bSandy	31061	1989
LinnIzabelle	30970	1989
Neasmamma	30362	1989
LillaLilli	30337	1989
EmeNo11	29990	1989
Nessima	29642	1989
KATITZY	29476	1989
PlumeriAn	29433	1989
yellow88	29348	1989
brunatofflor	29127	1989
Ivana1988	28953	1989
BabyNo2	28946	1989
LoMsBebis	28942	1989
candydarling	28935	1989
sannaaa	27683	1989
Elfia	27031	1989
lindasv	26812	1989
Älskarbebisar	26695	1989
mooonwalker	26432	1989
OneWish	26344	1989
Liisaan	26097	1989
mezzi	26036	1989
pegafo09	26024	1989
Eilem	25949	1989
Kritik	25901	1989
flicka8809	25559	1989
Caroline08	25453	1989
Rosenskära	25206	1989
MammaMor	25189	1989
Jeliqa	25116	1989
Emsan1988	24925	1989
LivetSomSofia	23813	1989
Tååtan	23784	1989
Seniorita	23763	1989
Sofia95	23648	1989
Jämthund	23149	1989
Emlan88	22739	1989
FMG	22406	1989
Lycklig88	22376	1989
MammatillWilhelmina	22363	1989
Neeellie	22334	1989
delinda	22213	1989
saaa	22204	1989
Casey	21480	1989
Malinell	21321	1989
jennie88	21166	1989
plankton	20948	1989
Kesse88	20482	1989
ängelenfrånovan	20475	1989
EmilieG	20428	1989
fjollan	20399	1989
gahadas	20371	1989
Jolise	20245	1989
MissUniversum	20229	1989
Neiti	20156	1989
laluna88	20073	1989
jevana	19732	1989
BlåFjäril	19450	1989
FridaPe	19313	1989
Lycka88	19231	1989
Fundersam skogsmulle	19105	1989
26number1	18680	1989
Nonstop	18493	1989
Malin8803	18331	1989
kendi	18229	1989
emilial	18182	1989
Niaa	18024	1989
Knasgullet2	18001	1989
nepe	17863	1989
Poulsen	17682	1989
Adidas16	17631	1989
MammaIna88	17314	1989
Thezz88	17273	1989
kaninchen	17201	1989
linnsanbelle	16971	1989
MammaJennii	16893	1989
villockså	16809	1989
TheSucker	16785	1989
Hallondricka	16644	1989
N88	16577	1989
Linnéa777	16386	1989
AlexandraH	16360	1989
Naiw	16344	1989
StorSara	16190	1989
Fruntimre	16176	1989
Annaba88	15936	1989
Saandra88	15897	1989
kinapuff	15769	1989
livhog	15753	1989
eternalstar	15644	1989
Maariiia	15609	1989
LiN88	15572	1989
stepanova	15231	1989
Bellss	15212	1989
anahabecc	15158	1989
Ingentingviktigt	15156	1989
Krishna	15127	1989
Videungen	15091	1989
isabellem	15042	1989
Lillafisfia	14989	1989
Beautifuldarkness	14917	1989
erika88	14741	1989
tok	14552	1989
VioloLaviose	14444	1989
Hjelm	14364	1989
Tigerkvinna	14241	1989
LinneaWookie	14072	1989
Mullepop	13947	1989
AnnieLauren	13891	1989
Fiddelie	13884	1989
Diabla	13848	1989
Tesse88	13735	1989
Millies	13705	1989
AnnaSv	13678	1989
Sab1na	13647	1989
Kakan53	13512	1989
flislis	13455	1989
cabrera	13135	1989
Myking	12863	1989
snerkan	12757	1989
Blake	12538	1989
Snörpan	12496	1989
SsJj	12472	1989
tess1988	12431	1989
Raggsockan	12396	1989
Soffipropp01	12224	1989
Jessspaaa	12164	1989
Dhevil	12144	1989
Elvipe	12035	1989
Hansson88	12020	1989
FridaKim	11917	1989
zoxi	11914	1989
fraaajda	11905	1989
Kitt	11892	1989
lillisa	11856	1989
Niccan88	11829	1989
saferide	11793	1989
barn är livet	11780	1989
Smultronbarnen	11628	1989
Saltad	11522	1989
ankii	11504	1989
moder_jord	11469	1989
Annakth	11454	1989
handwritten	11263	1989
Sunnza	11189	1989
Dirtyhabits	11157	1989
Vinterliljan	11032	1989
yezzo	10841	1989
Nutiopa	10689	1989
Tbinesh	10682	1989
epikuren	10392	1989
Aroganza	10387	1989
LinnyUK	10346	1989
latina02	10321	1989
Mamma TN	10297	1989
sarah88	10166	1989
Kaaka	10077	1989
Pms Lisa	10059	1989
mandelblomma	945251	1990
lykantrophona	720772	1990
saltflingan	709899	1990
fruganL	484163	1990
emelielj	293558	1990
DenNamnbitne	288737	1990
mammasgullar	236534	1990
ViVäntarLois	199379	1990
livet leker	185077	1990
Mummyfied	154555	1990
Gravid 89	152924	1990
Lizzan89	151543	1990
s89	129368	1990
Mammatillnoah	121117	1990
Anna4	118763	1990
TvåTrollungar	114780	1990
MattiasFru	108895	1990
Ellaria	108595	1990
SamsonS	105151	1990
3way	92160	1990
sjl89	86848	1990
SofiaL	78728	1990
Cvb	67781	1990
marol	67631	1990
Emeliie89	66275	1990
Otäcking	65156	1990
Lillagris	63447	1990
Nostalgitripp	61731	1990
frucgsvensson	61033	1990
Snigeln	60542	1990
Sazee	57891	1990
Maajsi	57686	1990
Pkb	56189	1990
kerstinsmide	55016	1990
Mallemamma	50746	1990
elinos01	49026	1990
SEM	48760	1990
Jessie 89	48664	1990
MammaTillMaja	47913	1990
becka1989	47423	1990
Wooden	47354	1990
mazquE	46491	1990
Mjesec	44226	1990
Swensken89	43645	1990
Biinzan	43620	1990
Ampellilja	42584	1990
columbus	41614	1990
Sandra8978	41570	1990
nilepile89	41271	1990
Dhalia	40725	1990
Linnean89	40077	1990
amandakollb	37226	1990
EmeelieeA	36241	1990
Lånehajen	35787	1990
Plärtan	34478	1990
SSK13	33691	1990
Wonderchild2009	33069	1990
hellish89	32770	1990
minnie768	32070	1990
Rumpelstiltskins	32042	1990
maggank	31747	1990
JosefinCM	31548	1990
elin1989	30914	1990
Ghostrider	30254	1990
aquamarin	30138	1990
September89	29933	1990
NummerTvå0710	29920	1990
Hazel Grace	29626	1990
Eled	29446	1990
MammaSwahn	29346	1990
NiklaasKaroliine	28793	1990
LiviasMamma	28756	1990
Elliot1	28532	1990
Breakdown	28378	1990
Ellenö	27977	1990
himlafin	27598	1990
Gliimma	27339	1990
89Mamma10o12	26973	1990
vilja89	26869	1990
smis	26704	1990
Smka	26539	1990
89Madeleine	25308	1990
alanbanks	24987	1990
ElAn16	24768	1990
emmianttila	24564	1990
LillaAw	23554	1990
Linyana	23089	1990
Jessica08	23054	1990
Spring Time	22897	1990
BadMan	22838	1990
mlinz	21919	1990
knaappeen	21801	1990
kakkia	21768	1990
millie89	21528	1990
Hedgehog	21459	1990
ajkw	21416	1990
SErixon	21399	1990
sawyer	21293	1990
fjällräven lady	20845	1990
AllYours	20238	1990
hanna8911	20138	1990
glitterkornet	20069	1990
Isaan	19959	1990
Lina Nk	19391	1990
Hankii	19011	1990
Cartjan	18765	1990
Galatheaa	18703	1990
Neccin	18408	1990
idm	18329	1990
Mariro	18317	1990
Kåtisroinen	18171	1990
missworld	18160	1990
Barabeckis	17947	1990
Mandali	17778	1990
Sandra11	17703	1990
Vackert	17584	1990
Dollan89	17178	1990
PW58	16961	1990
Pigall	16827	1990
JaQ	16346	1990
Quinnan	16218	1990
ungmamma2011	16109	1990
kanien	15747	1990
fanola	15737	1990
emliz	15728	1990
Moisbois	15449	1990
Olga89	15354	1990
Analysera mera	15250	1990
Couleour	15037	1990
KaffeOchHybris	14986	1990
Stina10	14649	1990
peaches101	14599	1990
Torken	14574	1990
Paulina11	14513	1990
anonymis3ns	14477	1990
Fiaw89	14463	1990
vattendjuret	14076	1990
anynom	13946	1990
tjej89	13939	1990
gastronomer	13884	1990
Tokgurkan	13561	1990
Annapanna2	13479	1990
EJT	13412	1990
Gulliiver	13358	1990
ankan6	13315	1990
Luxuria	13242	1990
oshark	13099	1990
Luttiis	13061	1990
Loviisa89	12804	1990
pärlsnäcka	12741	1990
JosefinGranqvist89	12699	1990
hime89	12689	1990
Emma89	12647	1990
alesig	12546	1990
Sockersött	12539	1990
Sativa	12507	1990
V89	12431	1990
Kotten3	12396	1990
Hillewi	12377	1990
Ambrooke	12113	1990
Dåså	12095	1990
Aalt0	11991	1990
isali	11751	1990
sweetnos	11716	1990
trollmor	11689	1990
Iväntan	11659	1990
Bobbo3	11551	1990
marsen	11519	1990
elisan	11342	1990
SDG	11293	1990
stw89	11205	1990
E11in0or	11190	1990
Daline	11124	1990
Carl Den kloke	11027	1990
lillasessan	10996	1990
Emma2009	10906	1990
firebird	10603	1990
Angelica89	10540	1990
ciissii	10537	1990
mammaF	10517	1990
anna89	10499	1990
bellasundstrom	10489	1990
LucyLoo	10488	1990
Lillen09	10278	1990
Yozefeehn	10171	1990
Nomourn	10118	1990
janniahlholm	189808	1991
R3becca	139307	1991
NILE90	133844	1991
Habbi	116140	1991
MrsElvisPresley	98973	1991
Carolinalovetobias	89649	1991
Pineapplelemon	82175	1991
Thesso	79261	1991
Linda2barnsmamma	79103	1991
Ellencassandra	77819	1991
katja1	68838	1991
Iida01	64548	1991
Mine18	58819	1991
Tigerhonan	58727	1991
mama90j	58684	1991
carro90	53980	1991
Axsson	52727	1991
Friid4	51592	1991
himmelsdiamant	47692	1991
AlexandersMamma	46810	1991
MiaIa90	46729	1991
Rollindynamite	44037	1991
IceKitten	43195	1991
EnormLängtan	43124	1991
zenoble	41447	1991
Hedblomster	41005	1991
Ida1990	39925	1991
carolineJa	38864	1991
LLW	38309	1991
Cecilia90	38146	1991
FridaochSamuel	37378	1991
En Ängel	35074	1991
malika	31816	1991
Ckm	31398	1991
EnAnka	31355	1991
apelsinblomma	30360	1991
amorvincitomniia	30125	1991
Vixen90	29596	1991
Fridzl	29487	1991
lillajag02	29469	1991
MollysMamma	27761	1991
MammaMariie	26910	1991
Upprepade missfall	26587	1991
SmultronCupcake	25623	1991
Marängsviss	25335	1991
Fluffig	24344	1991
Tobythegunn	24285	1991
Johanniee	23280	1991
Emma Elisabeth	23132	1991
Tr0ust	23129	1991
Novaliesmamma	22135	1991
finder	21529	1991
BlackFlyingBird	20730	1991
Angeeliicca	20631	1991
sprallan	20228	1991
lilagrodautanben	19874	1991
JBx2	19581	1991
Ivve91	19313	1991
Emmaelisabeth90	19084	1991
ronjaeda	19060	1991
becca90	19017	1991
SofieMuller	18154	1991
Mandis	18144	1991
KinkyE	18119	1991
eelinh	17901	1991
JennieLj	17400	1991
frökensvår	17303	1991
larssonc	16768	1991
marcitron	16658	1991
meela	16616	1991
Novembersmile	16393	1991
rosalack	16171	1991
EmelieL	16116	1991
linneaja	16077	1991
fridalilla	15873	1991
varmlanning	15699	1991
Li90	15621	1991
thecoc	15527	1991
ostbollen	15481	1991
BiLLYshaw	15067	1991
Sandra1990a	14956	1991
ganskabra	14776	1991
mommadearest	14576	1991
smulan12	14432	1991
ninaaw	14323	1991
SisterNoMercy	14305	1991
Sara2017	14006	1991
riverA	13906	1991
kornberoende	13873	1991
Ortiz	13861	1991
Carinrebecca	13845	1991
MCLRBL	13559	1991
Läkarhustru	13318	1991
Nattis90	13215	1991
cyklar	13158	1991
Tess90	13118	1991
Aqq1	13070	1991
finallly	13032	1991
sandraabinger	12984	1991
AnnaB90	12959	1991
klus	12936	1991
Emmsii	12931	1991
ill e gal	12732	1991
ponduss	12607	1991
Heystella	12592	1991
Grustradgarden	12213	1991
TheKlister1990	11727	1991
Hayati	11692	1991
Anna24	11677	1991
Hannaaaa	11300	1991
Erna90	11192	1991
adooore	11080	1991
Lindgren90	11070	1991
Mysabelle	10962	1991
Lillan21	10917	1991
mumskastrull	10905	1991
Sofiiem	10887	1991
regndroppe	10878	1991
DrömlivetiHD	10659	1991
livslevande	10513	1991
Missjaas	10317	1991
Jargaltai	10185	1991
sorgsen	10159	1991
ssangiss	10013	1991
StarStruck	100920	1992
ebe91	99671	1992
BjörkW	96333	1992
angie91	88919	1992
Mjbo	87476	1992
An0nym0us	85852	1992
Naniismamma	82258	1992
Ztarduzt	76106	1992
lovea01	74904	1992
ccecy	71067	1992
chapelhill	70005	1992
cirkusmusen	67852	1992
S23	66577	1992
Snabeldrake	65099	1992
LillaLady	63410	1992
Millan91	59371	1992
ser91	57436	1992
Ung Mamma 91	54265	1992
Myapocalypse	53676	1992
Jodyanna	46418	1992
emelianzei	39957	1992
EbbsansMamma	37118	1992
Stjernfelt	35376	1992
anneliemagnusson	34415	1992
Epica	32176	1992
NovemberMommy	32161	1992
sommarflicka	32056	1992
L 91	30737	1992
bubblan91	30651	1992
Camillas	30374	1992
Br0k3n	28350	1992
Längtanefterenliten	25185	1992
FiiaN	25081	1992
Shemira	24860	1992
anas998	24312	1992
Villhaenbebbe	24288	1992
ummsumaya	23327	1992
hannah91	22569	1992
nittioett	20346	1992
thuram	19321	1992
klaun	18907	1992
Folivee	18241	1992
annis02	17621	1992
Norrlandstöus	16691	1992
lindarn	16514	1992
Missmli	16100	1992
Solstickeflickan	15956	1992
dea	15872	1992
Unkbitz	15275	1992
banerry	14598	1992
jessi	14423	1992
Loojsen	13915	1992
Astrid92	13762	1992
becaa	13623	1992
Swek	13350	1992
FridaBjoerk	13074	1992
Mliii	12432	1992
illusi0n	12206	1992
jaksu	11825	1992
mjo	11443	1992
Preet90	11365	1992
malineidin	11191	1992
Pluttisen	11089	1992
MammaPolly	10854	1992
En pedants memoarier	10667	1992
Pezta	10551	1992
misstrust	10230	1992
Smartie	280948	1993
rosagubben	133608	1993
Madeleiiiine	102966	1993
liteavvarje	75478	1993
vitlöksbröd	46866	1993
Kurona	45117	1993
sweetlife	40298	1993
MoonlightRose	36675	1993
Lilla Luna	36226	1993
systeryster3	34753	1993
MMMR	28325	1993
FrökenMp	27562	1993
Stjärnebo	26986	1993
1900920802	26459	1993
Lills0der	25836	1993
Feliciia 92	23926	1993
Redcat	21509	1993
Ananass	21258	1993
Zia29	21235	1993
Aamon	19625	1993
Chili123	17266	1993
MFML	16156	1993
Lellehs	16072	1993
Kevlarsoul	15943	1993
fia1	15567	1993
liinaH	15503	1993
cassibassi	15215	1993
ourdreamsaboutababy	14699	1993
Ereeka	14388	1993
Joozzaan	14251	1993
idaharju	14001	1993
silverdröm	13994	1993
vasg	13885	1993
Evelina021	13819	1993
KaffeTös	13510	1993
8992	13127	1993
Nea92	12400	1993
frridah	12230	1993
Mema9	12012	1993
mikaaaela	11893	1993
honey1	11735	1993
Ceasar	11683	1993
Em92	11680	1993
Destinybluee	11536	1993
junjul	11158	1993
Maggie24	11009	1993
Mirabelle24	10339	1993
engelmede	10211	1993
trolliz	85966	1994
Vanillaextract	48840	1994
Bebislängtan01	22859	1994
Lotten93	20615	1994
Crazzy	19843	1994
Linutis	19494	1994
agirlnamedbill	14632	1994
Nicco123	13966	1994
Jossehaugen	13187	1994
H4llongr0ttan	13186	1994
Isabella93	12968	1994
Blomma10	12929	1994
MammaErika93	12284	1994
Emmanen	11920	1994
Marri93	11770	1994
Körsbärsdalen	11681	1994
tjugofemton	11423	1994
Qaroline	11154	1994
Robi123	11114	1994
Madre2014	10197	1994
jagärjagvemärdu	67951	1995
Kawthar	52252	1995
Enmsik	29046	1995
Acire94	27801	1995
The one in Blue	26202	1995
Lagotto	25794	1995
doge	20659	1995
LMG	17888	1995
Mmmmmmm	17132	1995
Söt Som Socker	15417	1995
saijda	14101	1995
Maka94	13381	1995
Erica94	13323	1995
sthlmsgirl94	13172	1995
alltvarupptaget	12964	1995
Fkvi	12930	1995
fritil9	12720	1995
konnigulden	11675	1995
emphz	10794	1995
Önskan94	10127	1995
lullis94	10107	1995
Emmissara	63476	1996
Bougainvillea	22468	1996
zuces	17077	1996
rabbes	14447	1996
RJEL	13865	1996
Rymdmoln	12937	1996
jezzyca95	10488	1996
Gurkan25	10029	1996
UniformYankie	19201	1997
Sinv	11198	1997
envitkanin	23492	1998
Lilant	11465	1999
